Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),Species (veterinary),Patient safety,ATC code (human),ATCvet code (veterinary),Pharmacotherapeutic group (human),Pharmacotherapeutic group (veterinary),Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic or hybrid,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Ahzantive,EMEA/H/C/006607,Authorised,,VR/0000286794,aflibercept,aflibercept,Wet Macular Degeneration;Macular Edema;Retinal Vein Occlusion;Choroidal Neovascularization;Diabetes Complications,,No,S01LA05,,Ophthalmologicals,,"Ahzantive is indicated for adults for the treatment of • neovascular (wet) age-related macular degeneration (AMD) (see section 5.1), • visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) (see section 5.1), • visual impairment due to diabetic macular oedema (DME) (see section 5.1), • visual impairment due to myopic choroidal neovascularisation (myopic CNV) (see section 5.1).",No,Yes,No,Yes,No,No,No,No,No,Formycon AG,11/09/2025,,,14/11/2024,,13/01/2025,,,,3,15/11/2024,15/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ahzantive
Human,Firazyr,EMEA/H/C/000899,Authorised,,II/0061,icatibant,icatibant,"Angioedemas, Hereditary",,No,B06AC02,,Cardiac therapy,,Firazyr is indicated for symptomatic treatment of acute attacks of hereditary angioedema (HAE) in adults (with C1-esterase-inhibitor deficiency).,No,No,No,No,No,No,No,No,No,Takeda Pharmaceuticals International AG,04/09/2025,,,24/04/2008,,11/07/2008,,,,26,26/04/2018,15/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/firazyr
Human,Baiama,EMEA/H/C/005980,Authorised,,VR/0000286794,aflibercept,aflibercept,Wet Macular Degeneration;Macular Edema;Retinal Vein Occlusion;Choroidal Neovascularization;Diabetes Complications,,No,S01LA05,,Antineovascularisation agents;Ocular vascular disorder agents,,"Baiama is indicated for adults for the treatment of  neovascular (wet) age-related macular degeneration (AMD) (see section 5.1), visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) (see section 5.1), visual impairment due to diabetic macular oedema (DME) (see section 5.1), visual impairment due to myopic choroidal neovascularisation (myopic CNV) (see section 5.1).",No,Yes,No,Yes,No,No,No,No,No,Formycon AG,11/09/2025,,,14/11/2024,,13/01/2025,,,,2,11/11/2024,15/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/baiama
Human,Qinlock,EMEA/H/C/005614,Authorised,,VR/0000284381,ripretinib,ripretinib,Gastrointestinal Stromal Tumors,,No,L01,,Antineoplastic agents,,"Qinlock is indicated for the treatment of adult patients with advanced gastrointestinal stromal tumour (GIST) who have received prior treatment with three or more kinase inhibitors, including imatinib.",No,Yes,No,No,No,No,No,Yes,No,Deciphera Pharmaceuticals (Netherlands) B.V.,11/09/2025,,,16/09/2021,,18/11/2021,,,,7,23/11/2021,15/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/qinlock
Human,Orserdu,EMEA/H/C/005898,Authorised,,N/0000304207,elacestrant,elacestrant,Breast Neoplasms,,No,L02BA,,Endocrine therapy,,"Orserdu monotherapy is indicated for the treatment of postmenopausal women, and men, with estrogen receptor (ER) positive, HER2-negative, locally advanced or metastatic breast cancer with an activating ESR1 mutation who have disease progression following at least one line of endocrine therapy including a CDK 4/6 inhibitor.",No,Yes,No,No,No,No,No,No,No,Stemline Therapeutics B.V.,13/10/2025,,,20/07/2023,,15/09/2023,,,,4,18/07/2023,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/orserdu
Human,Bortezomib Sun,EMEA/H/C/004076,Authorised,,VR/0000302628,bortezomib,bortezomib,Multiple Myeloma,,No,L01XG01,,Antineoplastic agents,,"Bortezomib SUN as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. Bortezomib SUN in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib SUN in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. Bortezomib SUN in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.",No,No,No,No,No,No,Yes,No,No,SUN Pharmaceutical Industries (Europe) B.V.,10/10/2025,,,26/03/2016,,22/07/2016,,,,15,07/09/2017,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/bortezomib-sun
Human,Abrysvo,EMEA/H/C/006027,Authorised,,VR/0000280927,"respiratory syncytial virus vaccine (bivalent, recombinant)","respiratory Syncytial Virus, subgroup A, stabilized prefusion F protein 847A;respiratory syncytial virus, subgroup B, stabilized prefusion F protein 847B",Respiratory Syncytial Virus Infections,,No,J07BX05,,Vaccines,,Abrysvo is indicated for:  Passive protection against lower respiratory tract disease caused by respiratory syncytial virus (RSV) in infants from birth through 6 months of age following maternal immunisation during pregnancy.&nbsp; Active immunisation of individuals 18 years of age and older for the prevention of lower respiratory tract disease caused by RSV.  The use of this vaccine should be in accordance with official recommendations.,Yes,Yes,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,04/09/2025,,,20/07/2023,,23/08/2023,,,,12,17/07/2023,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/abrysvo
Human,Menveo,EMEA/H/C/001095,Authorised,,VR/0000269053,"meningococcal group A, C, W-135 and Y conjugate vaccine","meningococcal group A, C, W-135 and Y conjugate vaccine","Immunization;Meningitis, Meningococcal",,No,J07AH08,,Bacterial vaccines,,"Vials Menveo is indicated for active immunisation of children (from two years of age), adolescents and adults at risk of exposure to Neisseria meningitidis groups A, C, W135 and Y, to prevent invasive disease. The use of this vaccine should be in accordance with official recommendations.",No,No,No,No,No,No,No,No,No,GSK Vaccines S.r.l.,11/09/2025,,,17/12/2009,,15/03/2010,17/12/2009,,,39,15/03/2018,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/menveo
Human,Vaxelis,EMEA/H/C/003982,Authorised,,VR/0000266450,"diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus type b conjugate vaccine (adsorbed)","Diphtheria toxoid;tetanus toxoid;Bordetella pertussis antigens: pertussis toxoid, filamentous haemagglutinin, pertactin, fimbriae Types 2 and 3;hepatitis B surface antigen produced in yeast cells;poliovirus (inactivated): type 1 (Mahoney), type 2 (MEF-1), type 3 (Saukett) produced in Vero cells/ Haemophilus influenzae type b polysaccharide (polyribosylribitol phosphate) conjugated to meningococcal protein.","Meningitis, Haemophilus;Poliomyelitis;Tetanus;Diphtheria;Whooping Cough;Hepatitis B",,No,J07CA09,,Vaccines,,"Vaxelis (DTaP-HB-IPV-Hib) is indicated for primary and booster vaccination in infants and toddlers from the age of 6 weeks, against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive diseases caused by Haemophilus influenzae type b (Hib). The use of Vaxelis should be in accordance with official recommendations.",No,No,No,No,No,No,No,No,No,MCM Vaccine B.V.,18/09/2025,,,17/12/2015,,15/02/2016,,,,17,06/04/2018,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/vaxelis
Human,Arikayce liposomal,EMEA/H/C/005264,Authorised,,VR/0000284843,amikacin,amikacin sulfate,Respiratory Tract Infections,,No,J01GB06,,Antibacterials for systemic use,,Arikayce liposomal is indicated for the treatment of non-tuberculous mycobacterial (NTM) lung infections caused by Mycobacterium avium Complex (MAC) in adults with limited treatment options who do not have cystic fibrosis.,No,No,No,No,No,No,No,Yes,No,Insmed Netherlands B.V.,18/09/2025,,,23/07/2020,,27/10/2020,,,,4,18/11/2020,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/arikayce-liposomal
Human,Okedi,EMEA/H/C/005406,Authorised,,VR/0000296174,risperidone,risperidone,Schizophrenia,,No,N05AX08,,Psycholeptics,,Treatment of schizophrenia in adults for whom tolerability and effectiveness has been established with oral risperidone.,No,No,No,No,No,No,No,No,No,"Laboratorios Farmacéuticos Rovi, S.A.",11/10/2025,,,16/12/2021,,14/02/2022,,,,4,15/12/2021,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/okedi
Human,Spikevax (previously COVID-19 Vaccine Moderna),EMEA/H/C/005791,Authorised,,VR/0000291533,COVID-19 mRNA vaccine,"single-stranded, 5’-capped messenger RNA (mRNA) produced using a cell-free in vitro transcription from the corresponding DNA templates, encoding the viral spike (S) protein of SARS-CoV-2",COVID-19 virus infection,,No,J07BN01,,Vaccines,,Spikevax is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older. The use of this vaccine should be in accordance with official recommendations. Spikevax bivalent Original/Omicron BA.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 years of age and older who have previously received at least a primary vaccination course against COVID-19. The use of this vaccine should be in accordance with official recommendations. Spikevax bivalent Original/Omicron BA.4-5 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax XBB.1.5 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older. Spikevax JN.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax JN.1 is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 6 months of age and older.&nbsp;The use of this vaccine should be in accordance with official recommendations. Spikevax LP.8.1 is indicated for active immunisation to prevent COVID 19 caused by SARS-CoV-2 in individuals 6 months of age and older. The use of this vaccine should be in accordance with official recommendations.,No,Yes,No,No,No,No,No,No,No,"Moderna Biotech Spain, S.L.",24/09/2025,,,04/01/2021,,06/01/2021,,,,58,20/01/2021,14/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/spikevax
Human,Ilaris,EMEA/H/C/001109,Authorised,,VR/0000246279,canakinumab,Canakinumab,"Cryopyrin-Associated Periodic Syndromes;Arthritis, Juvenile Rheumatoid;Arthritis, Gouty",,No,L04AC08,,Interleukin inhibitors,,"Periodic fever syndromes Ilaris is indicated for the treatment of the following autoinflammatory periodic fever syndromes in adults, adolescents and children aged 2 years and older: Cryopyrin-associated periodic syndromes Ilaris is indicated for the treatment of cryopyrin-associated periodic syndromes (CAPS) including:  Muckle-Wells syndrome (MWS), Neonatal-onset multisystem inflammatory disease (NOMID) / chronic infantile neurological, cutaneous, articular syndrome (CINCA), Severe forms of familial cold autoinflammatory syndrome (FCAS) / familial cold urticaria (FCU) presenting with signs and symptoms beyond cold-induced urticarial skin rash.  Tumour necrosis factor receptor associated periodic syndrome (TRAPS) Ilaris is indicated for the treatment of tumour necrosis factor (TNF) receptor associated periodic syndrome (TRAPS). Hyperimmunoglobulin D syndrome (HIDS)/mevalonate kinase deficiency (MKD) Ilaris is indicated for the treatment of hyperimmunoglobulin D syndrome (HIDS)/mevalonate kinase deficiency (MKD). Familial Mediterranean fever (FMF) Ilaris is indicated for the treatment of Familial Mediterranean Fever (FMF). Ilaris should be given in combination with colchicine, if appropriate. Ilaris is also indicated for the treatment of: Still’s disease Ilaris is indicated for the treatment of active Still’s disease including adult-onset Still’s disease (AOSD) and systemic juvenile idiopathic arthritis (SJIA) in patients aged 2 years and older who have responded inadequately to previous therapy with non-steroidal anti-inflammatory drugs (NSAIDs) and systemic corticosteroids. Ilaris can be given as monotherapy or in combination with methotrexate. Gouty arthritis Ilaris is indicated for the symptomatic treatment of adult patients with frequent gouty arthritis attacks (at least 3 attacks in the previous 12 months) in whom non-steroidal anti-inflammatory drugs (NSAIDs) and colchicine are contraindicated, are not tolerated, or do not provide an adequate response, and in whom repeated courses of corticosteroids are not appropriate.",No,No,No,No,No,No,No,No,No,Novartis Europharm Limited,04/02/2025,,,,,23/10/2009,,,,34,30/07/2018,13/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ilaris
Human,Oxlumo,EMEA/H/C/005040,Authorised,,R/0000245133,lumasiran,Lumasiran sodium,"Hyperoxaluria, Primary",,No,A16AX18,,Other alimentary tract and metabolism products,,Treatment of primary hyperoxaluria type 1 (PH1) in all age groups.,No,No,No,No,No,No,No,Yes,Yes,Alnylam Netherlands B.V.,04/08/2025,,,15/10/2020,,19/11/2020,,,,6,25/11/2020,13/10/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/oxlumo
